Number of Records;Created Time;Filter;Image URL;latitude;Number of likes;Link;Location;longitude;number of Comments;Tags;Text;Username
1;17/10/2018 16:35:43;Clarendon;https://scontent.cdninstagram.com/vp/2f2a6a231ae620cd4820d6d9d1027497/5C5025D2/t51.2885-15/e35/s320x320/43214721_258444748147649_6337835879276442462_n.jpg;0;40;https://www.instagram.com/_ibrahiim_naji/p/BpCoflGnd8Z/;;0;0;بوالقنادل,المغرب_الجزائر,oncf,خريبكة,عاجل,أخبار_المغرب,marocaine🇲🇦,marrakech,tisktisk,القطار,dzair,saadlmjareed1,souira,casa,الرباط,accident,حادثه,القنيطرة;😦😭😭 #marocaine🇲🇦 #saadlmjareed1 #tisktisk #عاجل #أخبار_المغرب #القنيطرة #بوالقنادل #الرباط #accident #حادثه #القطار #oncf #المغرب_الجزائر #casa #خريبكة #marrakech #souira #dzair;_ibrahiim_naji
1;17/10/2018 15:40:10;Willow;https://scontent.cdninstagram.com/vp/70ee1c68beaf175589e2508b1c9652cd/5C81EB78/t51.2885-15/e35/s320x320/42756356_2188771834707410_4700017046973872275_n.jpg;34,1291554;11;https://www.instagram.com/p/BpCiIpUhSpn/;Bou Knadel, Rabat-Sale, Morocco;-6,7342647;2;morocco,oncf,saveyouth,rabat,protection,bouknadel,savemorocco;"""وَ بَشِّرِ اُلصَّابِرِينَ اُلَّذِينَ إِذَا أَصَابَهـُم مُصِيبَةٌ قَالُوا إِنَّا لِلَّه وَ إِنَّا إِلَيْهِ رَاجِعُونْ"". #savemorocco #saveyouth #morocco #rabat #bouknadel #protection #oncf";asmaa.talbi
1;17/10/2018 14:53:58;Normal;https://scontent.cdninstagram.com/vp/5ed16882c7664b1eee9f23e5d79a4340/5C4D61F8/t51.2885-15/e35/p320x320/43733352_1974553845958741_9049296037501789599_n.jpg;0;233;https://www.instagram.com/p/BpCc2QWBS2A/;;0;10;لاحول_ولاقوة_الا_بالله,ايمان_حمداوي,البقاءلله,المغرب,oncf,cocktail_21,فاجعة_بوقنادل,morocco,train,الحقيقة,الله_الوطن_الملك,فاجعة_القطار,دمنا_واحد,الرباط,الخير,المملكة_المغربية,الصدمة,القنيطرة,الشر,maroc;"أولا وقبل كل شيء رحمة الله على ضحايا فاجعة القطار المغربي.ربي يصبر أهلهم ويشفي الجرحى والمصابين.🙏
الصدمات في حياتنا أنواع صدمات نتجاوزها وصدمات نحاول التعايش معها وصدمات نمحوها من الذاكرة،لكن صدمتي وصدمة أغلب المغاربة  أمس هي صدمة من نوع آخر،صدمة نحاول ان لا نصدقها لبشاعتها.
هل يعقل أن بيننا بشر يستغلون فاجعة  هزت وطننا بأكمله من طنجة للكويرة ليقوموا بسرقة أناس روحهم صعدت إلى السماء وأناس بين الحياة والموت وأناس دمائهم تنزف!!!هل يعقل؟!!هل ما حدث حقيقي ام انه فيلم لا يمث للواقع بصلة!!كيف استطعتم؟من أين أتيتم؟ما هو دينكم؟؟ما هي حججكم لهذا الفعل الشنيع!!وما زاد الطينة بلة سائقوا الطاكسي انطبق عليكم امس مثل ""الاصطياد فالماء العكر"" بدل ان تساهموا فنقل الناس مجانا او عالاقل بالسعر الطبيعي العادل مراعاة لمن ذهب للاطمئنان على أهله ومراعاة لمن هم اكثر إنسانية وذهبوا للتبرع بدمهم لإنقاذ المصابين.
كثيرة هي المفارقات التي حصلت امس تظهر الخير والشر في صورة واحدة تارة أرى ناس مغاربة بالروح والقلب لبت النداء وساعدت المحتاجين سواء بنقلهم مجانا او التبرع بالدماء،وتارة أرى أناس نبشت بجثت الضحايا والمصابين وأرى طمع بعض النفوس باستغلال الموقف.
ويبقى السؤال هل أصبح يغلب على المغاربة طابع الخير ام الشر؟؟؟ اي كفة فالميزان  اصبحت أثقل؟؟
أتمنى بإسمي وبإسم المغاربة جميعا أن  تقوم الجهات المختصة بمنحنا إجابات عن السبب الحقيقي وراء الفاجعة نريد محاسبة الاشخاص المسؤولة عن هذا الاهمال الذي تسبب بكارثة لن تنسى مع الزمن من حقنا أن نعلم ومن حقنا عليكم ان تحاسبو الجاني لكن لا نريد كبش فداء نريد الحقيقة.

#ايمان_حمداوي #المغرب #فاجعة_القطار #القنيطرة #الرباط #المملكة_المغربية #دمنا_واحد #فاجعة_بوقنادل #الحقيقة #oncf #train #maroc #morocco #الصدمة #البقاءلله #الخير #الشر #لاحول_ولاقوة_الا_بالله #الله_الوطن_الملك #cocktail_21";cocktail_21
1;17/10/2018 14:17:48;Hefe;https://scontent.cdninstagram.com/vp/980eabd44c2c50daabf53442a0d0948c/5C713B87/t51.2885-15/e35/s320x320/43736951_1382509641879869_2400735171229564347_n.jpg;0;6;https://www.instagram.com/p/BpCYtW_lEpk/;;0;0;oncf,déraillement,maroc;Perhaps he or she favored the way of the train to be able to browse his novels .. But the fate of the other novel 💔😢 The image of the tragedy of yesterday God mercy and patience of her family #oncf #maroc #déraillement;image_magii
1;17/10/2018 14:16:00;Lark;https://scontent.cdninstagram.com/vp/d058384dff8552d19388575c15d898c8/5C81EE56/t51.2885-15/e35/s320x320/42731688_262046214514525_5976407788831723608_n.jpg;0;60;https://www.instagram.com/p/BpCYgLhg4ow/;;0;5;oncf;"يارب إرحم من مات 
و شافي من أصيب 
يااربي😢😢😢
@groupe_oncf #oncf";army_cheb_youness_officiel
1;17/10/2018 14:05:02;Normal;https://scontent.cdninstagram.com/vp/6055de2d5f52f256163e9fedc99f4840/5C7FFC46/t51.2885-15/e35/s320x320/43721658_321175348672231_1937001590370680911_n.jpg;0;86;https://www.instagram.com/p/BpCXP3FHk_2/;;0;1;oncf_incapables,oncfincapables,oncfboycott,oncf_de_merde,boycottoncf,oncf,boycott,oncfeedback;"Suite à l'accident qu'a subit le train de Bouqnadel, je présente mes sincères condoléances aux familles des victimes 😥 ! Et je vous invite chers marocains à boycotter les services du monopole du chemin de fer pendant une semaine au moins ! 
Défendons notre droit au bon service ! 
Partagez sur vos murs si vous êtes d'accord.
#oncf #oncf_de_merde #oncfeedback #oncf_incapables #oncfincapables #boycott #oncfboycott #boycottoncf";salma.benjbara
1;17/10/2018 13:55:16;Normal;https://scontent.cdninstagram.com/vp/51557719280c231fe3810571c49237f7/5C4B3E86/t51.2885-15/e35/p320x320/42473426_1551708401596336_3676424274486505313_n.jpg;31,6333;24;https://www.instagram.com/p/BpCWIbKgZaY/;Marrakech;-8;3;oncf,oncf_baraka,accidentoncf,rip,bouknadel,kénitra,salé,déraillement,rabat;"إنّا لله وإنّا إليهِ رَاجعُون
Mes sincères condoléances aux familles des victimes de l'accident ferroviaire de Bouknadel. 
#RIP #Déraillement #ONCF #accidentONCF #Rabat #Salé #Bouknadel #Kénitra #oncf_baraka";tofi_tifa
1;16/10/2018 11:48:52;Normal;https://scontent.cdninstagram.com/vp/f7f9ddf9e8dc7a812e8e8ce687b435ea/5C531AC9/t51.2885-15/e35/s320x320/42866299_2144544348913836_3327971691389371363_n.jpg;0;11;https://www.instagram.com/p/Bo_i3qen0V-/;;0;0;عاجل,المغرب,اخبار_المغرب,قنطرة,oncfs,خطير,القنيطرة,اليوم,المتجدد,بوالقنادل,rabat,اخبار,متجدد,حادثه,قطار,بوقنادل,الرباط,انقلاب,جديد_الاخبار,أخبار,oncf,kenitra;"#خطير و #عاجل.. #انقلاب #قطار الرابط بين #الرباط و #القنيطرة بمنطقة #بوالقنادل
لمزيد من الحصريات و الاخبار زورو
www.almotajadid.com
www.facebook.com/almotajadid24
www.twitter.com/almotajadid24
#اخبار #أخبار #اليوم #قنطرة #جديد_الاخبار #المتجدد #متجدد #اخبار_المغرب #بوالقنادل #بوقنادل #حادثه #المغرب #kenitra #rabat#oncf #oncfs";almotajadid24
1;17/10/2018 13:49:36;Normal;https://scontent.cdninstagram.com/vp/a25e695780455c7faaf610f1ba2b2dfc/5C7E7854/t51.2885-15/e35/p320x320/43718970_1437262716407141_7939811420256025266_n.jpg;0;22;https://www.instagram.com/p/BpCVe4rFVx4/;;0;2;oncf,morocco🇲🇦,rip;"أنا لله و إنا إليه راجعون 
#morocco🇲🇦 #RIP #ONCF";hkayne_lovers
1;17/10/2018 13:32:16;Normal;https://scontent.cdninstagram.com/vp/46424414e6ac672b355a77928a03ab3a/5C8896AC/t51.2885-15/e35/s320x320/43985173_358625858012872_5288497483139726319_n.jpg;0;44;https://www.instagram.com/p/BpCTf5Mn9bS/;;0;1;줌마스타그램,더럽,커플스타그램,tropmimi,줌스타그램,신혼부부,부부스타그램,ihabamir,커플,젊줌마,육아소통,육아스타그램,가족스타그램,애스타그램,인스타베이비,럽스타그램,맘스타그램,oncf,딸바보,아기스타그램,베이비스타그램,신혼스타그램,도치맘,줌마그램,애엄마,신혼,가족;".
من ستوري @reda_elbradi 🙏 الله يرض بهاد البلاد السعيدة هادشي لايبشر بالخير الله يلطف بينا هادشي غادي للهاوية 😢
#oncf
. .

Wining @afrimma 🎉🏆
✔Best Male Of North Africa 🔝
. .
. . ✔رابط الأغنية في البايو👌👆💥
.
.
.
.
#ihabamir
#tropmimi
@ihabamirofficiell
💣💥💥💥 🎬 link in bio 🔝💣
.
.
.
#가족 #커플 #커플스타그램 #럽스타그램 #더럽 #부부스타그램 #신혼스타그램 #젊줌마 #줌마그램 #줌스타그램 #줌마스타그램 #애엄마 #도치맘 #맘스타그램 #육아소통 #가족스타그램 #신혼부부 #신혼 #육아스타그램 #애스타그램 #맘스타그램 #인스타베이비 #딸바보 #아기스타그램 #베이비스타그램";ilhamberradaa
1;17/10/2018 12:53:01;Clarendon;https://scontent.cdninstagram.com/vp/3cc4783b6430a9a24f2fa62c5f4ead72/5C4B600E/t51.2885-15/e35/s320x320/42648147_311696039422511_2226499647400547488_n.jpg;0;1505;https://www.instagram.com/p/BpCPAZ-ApW9/;;0;66;البقاءلله,دمنا_واحد,الخير,فاجعة_القطار,الحقيقة,train,maroc,الله_الوطن_الملك,الشر,الرباط,morocco,الصدمة,ايمان_حمداوي,oncf,المملكة_المغربية,القنيطرة,فاجعة_بوقنادل,لاحول_ولاقوة_الا_بالله,المغرب;"أولا وقبل كل شيء رحمة الله على ضحايا فاجعة القطار المغربي.ربي يصبر أهلهم ويشفي الجرحى والمصابين.🙏
الصدمات في حياتنا أنواع صدمات نتجاوزها وصدمات نحاول التعايش معها وصدمات نمحوها من الذاكرة،لكن صدمتي وصدمة أغلب المغاربة  أمس هي صدمة من نوع آخر،صدمة نحاول ان لا نصدقها لبشاعتها.
هل يعقل أن بيننا بشر يستغلون فاجعة  هزت وطننا بأكمله من طنجة للكويرة ليقوموا بسرقة أناس روحهم صعدت إلى السماء وأناس بين الحياة والموت وأناس دمائهم تنزف!!!هل يعقل؟!!هل ما حدث حقيقي ام انه فيلم لا يمث للواقع بصلة!!كيف استطعتم؟من أين أتيتم؟ما هو دينكم؟؟ما هي حججكم لهذا الفعل الشنيع!!وما زاد الطينة بلة سائقوا الطاكسي انطبق عليكم امس مثل ""الاصطياد فالماء العكر"" بدل ان تساهموا فنقل الناس مجانا او عالاقل بالسعر الطبيعي العادل مراعاة لمن ذهب للاطمئنان على أهله ومراعاة لمن هم اكثر إنسانية وذهبوا للتبرع بدمهم لإنقاذ المصابين.
كثيرة هي المفارقات التي حصلت امس تظهر الخير والشر في صورة واحدة تارة أرى ناس مغاربة بالروح والقلب لبت النداء وساعدت المحتاجين سواء بنقلهم مجانا او التبرع بالدماء،وتارة أرى أناس نبشت بجثت الضحايا والمصابين وأرى طمع بعض النفوس باستغلال الموقف.
ويبقى السؤال هل أصبح يغلب على المغاربة طابع الخير ام الشر؟؟؟ اي كفة فالميزان  اصبحت أثقل؟؟
أتمنى بإسمي وبإسم المغاربة جميعا أن  تقوم الجهات المختصة بمنحنا إجابات عن السبب الحقيقي وراء الفاجعة نريد محاسبة الاشخاص المسؤولة عن هذا الاهمال الذي تسبب بكارثة لن تنسى مع الزمن من حقنا أن نعلم ومن حقنا عليكم ان تحاسبو الجاني لكن لا نريد كبش فداء نريد الحقيقة.

#ايمان_حمداوي #المغرب #فاجعة_القطار #القنيطرة #الرباط #المملكة_المغربية #دمنا_واحد #فاجعة_بوقنادل #الحقيقة #oncf #train #maroc #morocco #الصدمة #البقاءلله #الخير #الشر #لاحول_ولاقوة_الا_بالله #الله_الوطن_الملك";imane_hamdaoui
1;17/10/2018 12:17:04;Normal;https://scontent.cdninstagram.com/vp/c770ed1b267d32deb0497275e6fb5df9/5C6EDBAB/t51.2885-15/e35/s320x320/42642309_2221232877905281_3174022721018977873_n.jpg;0;90;https://www.instagram.com/p/BpCK5GfFt-g/;;0;5;oncf,terriblementmal;#oncf #terriblementmal;zoubidaakifofficiel
1;17/10/2018 10:19:03;Normal;https://scontent.cdninstagram.com/vp/3f6184af89c1273038b806c17de2a443/5C70BA4C/t51.2885-15/e35/s320x320/42702572_176334633249506_3623653875981649331_n.jpg;0;18;https://www.instagram.com/p/BpB9YvUn5F7/;;0;0;shameonyou,oncf;"First : All my condolences go to the victims'families Allah yrhemhum ya rebi wa ina lilah wa ina ilayhi  raji3oun. Allah ychafie who were injured . إنا لله و إنا إليه راجعون
Lhamdoulilah ya rebi this train proved to us that the young people were in power and that the humanity is still alive . 
You claim that this generation has no respect or education?
Well ,Thank to the youth .❤
#oncf#shameonyou.";idrissi_benyassine_salwa
1;17/10/2018 10:43:25;Normal;https://scontent.cdninstagram.com/vp/50fda5c7684d7dfd13f73faccfea1b64/5C4C36CC/t51.2885-15/e35/p320x320/43284096_101383314167375_1170864949033701814_n.jpg;22,593726064;12;https://www.instagram.com/p/BpCALNXBk7R/;Maroc;2,109375;0;تدمر_شعب__مدمر,تبا,maroc,oncf,المغرب,الى_متى;#Maroc #المغرب #تبا  #الى_متى #oncf  المغاربة يقدمون استقالتهم من الدولة كمغاربة بعد سرقة الأموات وتقليب اغراض الجنث والمسافرين !!! استمروا زادت شهرة فساد البعض بعد حادث انقلاب القطارة الرابط بين مدينتي القنيطرة والرباط سلا بوقنادل  #تدمر_شعب__مدمر  المغرب خاصوا يتعاود فالعجينة قبل مايتعجعن كلشي تحت التراب;chamess_s
1;17/10/2018 10:31:00;Normal;https://scontent.cdninstagram.com/vp/a9a082e0bd57abdb4dcd9fb42aaddfcb/5BD5AC02/t51.2885-15/e35/s320x320/42663183_1914384648651210_8688231549545050261_n.jpg;0;11;https://www.instagram.com/p/BpB-p2DlMPD/;;0;0;oncf;😧😧😧 C'est vrai ?! @groupe_oncf  #oncf;achtary_officiel
1;17/10/2018 09:27:26;Clarendon;https://scontent.cdninstagram.com/vp/0f5862b89273a680009a79a19114c4f9/5C7CF68E/t51.2885-15/e35/s320x320/43913187_265795407343000_3192559832287794618_n.jpg;33,595538;34;https://www.instagram.com/p/BpB3er9lwCA/;Casablanca, Morocco;-7,61446;1;moroccan,morocco,oncf;#Morocco 🇲🇦 ‼️ #Moroccan-people #oncf ...;hajar_fed
1;17/10/2018 09:18:39;Normal;https://scontent.cdninstagram.com/vp/59d75e4fc85efca79c0ea80456d42591/5C88D985/t51.2885-15/e35/p320x320/43100793_2150840591593620_1999076292533166614_n.jpg;0;29;https://www.instagram.com/p/BpB2eX4nKPC/;;0;2;jannatlovers,قطار_بوقنادل,bouknadel,jannat,jannatfans,train,سلا,الرباط,morocco,salé,إنا_لله_وإنا_إليه_راجعون,oncf,ultrasjannatmahid,jannatians,accidentes,prayformorocco,المغرب,rabat,instagram;"صفــــحة الـــجـنواتيـة Jannatians تتــقـدم بــــخــــالص التعــــازي و الــــمــــواســـاة لأســر ضـحايـا فاجــــعـــــة الـقـــــطار فــي مــنـــــطـــــقـــة ""بوقـــنـــادل"" ،ندعــو الــلـــه جـــــل جلاله أن يـرحـــــم الموتـى برحمتـه و يصبــــر أهلهـــــم و إنا لـله و إنا إلـيــه راجعون ،و دعــواتــنا للمصابـــــين و الــــجـرحــى بـالشـــــفــاء و الــمــعـــــافــاة ، آمين يــــا رب الــعالمـــــيـــن .🌹🌸🌷
#إنا_لله_وإنا_إليه_راجعون #قطار_بوقنادل #الرباط #سلا #المغرب
@jannat @jannatians_official
#prayformorocco
#jannat #jannatians #jannatfans #jannatlovers #ultrasjannatmahid #instagram #accidentes #train #oncf #bouknadel #rabat #salé #morocco";jannatians_official
1;17/10/2018 09:06:23;Clarendon;https://scontent.cdninstagram.com/vp/e353fbbdc3b9792f955cb9f5ea714abd/5C4D3808/t51.2885-15/e35/s320x320/41801086_2112859658980831_4976017869489882524_n.jpg;0;3;https://www.instagram.com/p/BpB1EfShRjp/;;0;0;إن_لله_وإنا_إليه_راجعون,oncf;""" وبشر الصابرين الذين إذا أصابتهم مصيبة قالوا إنا لله وإنا إليه راجعون "" 😢
نتقدم بخالص التعازي لعائلات ضحايا حادث إنقلاب القطار بين الرباط والقنيطرة وتحديدا بمنطقة "" بوقنادل "" ونتمنى الشفاء العاجل لجميع المصابين 😓
#إن_لله_وإنا_إليه_راجعون 😢 #ONCF 🚄";outjr8
1;17/10/2018 08:47:51;Clarendon;https://scontent.cdninstagram.com/vp/58f1634219a2c6ce1a9cd4ac1c483c4a/5C68337A/t51.2885-15/e35/s320x320/42579295_1932298920197416_4214692042372527662_n.jpg;0;14;https://www.instagram.com/p/BpBy8w7lBgN/;;0;1;oncf,sponsorisé,morocco🇲🇦,malheureusement,16;#malheureusement 😪 #oncf 🤐 #16/10/2018 😓 #morocco🇲🇦 👎👎👎👎👎 #sponsorisé;si_simo_dada
1;17/10/2018 08:32:54;Normal;https://scontent.cdninstagram.com/vp/989cf8ba1e50a03ac78246ef515c6d36/5C4C59C5/t51.2885-15/e35/s320x320/42875321_299928807264964_4303486466462825437_n.jpg;0;6;https://www.instagram.com/p/BpBxPQ1B8eG/;;0;5;انا_لله_وانا_اليه_راجعون,oncf;"A sad day 16/10 
#انا_لله_وانا_اليه_راجعون  #oncf";lalla.hasnaa
1;17/10/2018 07:12:05;Normal;https://scontent.cdninstagram.com/vp/9a977c721977b6e2219b610ce6cf6e34/5BD548C6/t51.2885-15/e35/s320x320/42699921_1844043562300218_4236783301743901789_n.jpg;0;38;https://www.instagram.com/p/BpBnoaklhx3/;;0;2;السكك_الحديدية,الرباط,déraillement,oncf,بوقنادل,المغرب,انحراف_قطار,حادث,bouknadel,باب_بركان,سلا;"ارتفع عدد ضحايا ‏انحراف قطار نقل المسافرين عن سكته قرب ‎#بوقنادل إلى 6 قتلى و 86  جريح.
#باب_بركان
#السكك_الحديدية  #المغرب ‎#ONCf ‎#Déraillement ‎#انحراف_قطار ‎#Bouknadel ‎#بوقنادل  #الرباط #سلا #حادث";baberkanecom
1;17/10/2018 06:54:45;Normal;https://scontent.cdninstagram.com/vp/54697c2c3dd52930749f979c5c45b5ba/5C872A67/t51.2885-15/e35/p320x320/42676979_617485215348179_4630960694828857275_n.jpg;0;14;https://www.instagram.com/p/BpBmAbMhxD8/;;0;2;رحم_الله_موتانا_وموتى_المسلمين,حسبنا_الله_و_نعمة_الوكيل,انا_لالله_وانا_اليه_راجعون,oncf;"#انا_لالله_وانا_اليه_راجعون  #رحم_الله_موتانا_وموتى_المسلمين  #oncf
#حسبنا_الله_و_نعمة_الوكيل";sara_habraoui
1;17/10/2018 06:54:04;Normal;https://scontent.cdninstagram.com/vp/5374fc3b703769ef28d41d09aaa8a648/5C4C9BA9/t51.2885-15/e35/p320x320/43718966_260588584799830_9147303307749977308_n.jpg;0;6;https://www.instagram.com/p/BpBl7W_hkuq/;;0;0;رحم_الله_موتانا_وموتى_المسلمين,حسبنا_الله_و_نعمة_الوكيل,انا_لالله_وانا_اليه_راجعون,oncf;"#انا_لالله_وانا_اليه_راجعون  #رحم_الله_موتانا_وموتى_المسلمين  #oncf
#حسبنا_الله_و_نعمة_الوكيل";sara_habraoui
1;17/10/2018 06:42:21;Normal;https://scontent.cdninstagram.com/vp/a0bb6d546bd3d0770f3c89656c0263ea/5C7D6E9E/t51.2885-15/e35/p320x320/43914142_1947518265285216_3898832783359216938_n.jpg;0;58;https://www.instagram.com/p/BpBklmwDmg8/;;0;0;agadir,hatimammor,ihabamir,oncf,رباط,salmarachid,noamanebeliachi,snapchat👻,saadlamjarred1,zouhirbahaoui,2018,soulking,summer,morocco🇲🇦,ibtissamtiskat,رحم_الله_موتانا_وموتى_المسلمين,amrdiab,halaturk,algerie,douzi,حسبنا_الله_و_نعمة_الوكيل,le_roi_mohamed_6,samirasaid,مراكش_المغرب,duniabtma,انا_لالله_وانا_اليه_راجعون,اليمن,mohamedramadan,dubai,asmaalamnawar;"#انا_لالله_وانا_اليه_راجعون  #رحم_الله_موتانا_وموتى_المسلمين  #oncf
#حسبنا_الله_و_نعمة_الوكيل 
@the_moroccan_darck_sarcasm .
.
.
#saadlamjarred1 #summer #soulking #snapchat👻 #samirasaid #salmarachid #douzi #duniabtma #dubai #amrdiab #agadir #asmaalamnawar #algerie #noamanebeliachi #zouhirbahaoui #ihabamir #ibtissamtiskat #halaturk #hatimammor #hatimammor #morocco🇲🇦 #mohamedramadan #le_roi_mohamed_6 #مراكش_المغرب #اليمن #رباط #2018";the_moroccan_darck_sarcasm
